Institution,Institution URI
Lawrence College,http://history.archives.mbl.edu/concepts/institution/3a9ef154-c713-42a8-b5d1-56ec83d9829f
University Of Konstanz,http://history.archives.mbl.edu/concepts/institution/0f8c7d78-fec5-4982-b055-5f352f68b1a6
Universidade Federal De Uberlandia,http://history.archives.mbl.edu/concepts/institution/affc0dad-227d-4ef0-976b-f366dffc63f9
Laboratory Of Biophysics Irp Nincd,http://history.archives.mbl.edu/concepts/institution/4c820110-07d1-41f7-aafa-c1e8a8a3e2d3
Institute Of Histology And Embryology,http://history.archives.mbl.edu/concepts/institution/c9ca9e75-07b8-4996-b03d-3135924baa2d
Masaryk University,http://history.archives.mbl.edu/concepts/institution/44d3a1ec-eb0b-4291-9c8e-56294def7021
Oregon Health And Science University School Of Medicine,http://history.archives.mbl.edu/concepts/institution/9f9bee6f-ce31-46c5-a490-fb5a017fc0ee
Lawrence Berkeley National Lab,http://history.archives.mbl.edu/concepts/institution/26dfb27f-1bdb-4198-a980-43fd52f9411e
College Of Physicians And Surgeons Columbia University,http://history.archives.mbl.edu/concepts/institution/bb4563b6-bfe3-48c7-ba16-fa753e67db94
Ircc Institute For Cancer Research At Candiolo,http://history.archives.mbl.edu/concepts/institution/9c4ad732-369a-4bf8-9107-920644f2936d
Penikese Island School,http://history.archives.mbl.edu/concepts/institution/30e711cb-b552-48c7-8ff0-d49037b7dad4
Institute For Biological Sciences,http://history.archives.mbl.edu/concepts/institution/449d6f4d-bb08-44be-b197-518cddcd5f82
Agricultural Dept Us,http://history.archives.mbl.edu/concepts/institution/61a3358d-2418-4742-ac6e-764bbd22b6a6
Conrad Jobst Tower,http://history.archives.mbl.edu/concepts/institution/1080f9c7-d69f-441b-a53c-4d6a77decd20
La Jolla High School,http://history.archives.mbl.edu/concepts/institution/0ac8b59f-c556-4dda-88d9-70b7df56e8e1
New York Botanical Garden,http://history.archives.mbl.edu/concepts/institution/1cc2a4c5-b18b-4893-b141-e4ec2ea1041d
University Of Rhode Island Kingston,http://history.archives.mbl.edu/concepts/institution/120e3e2c-8d60-4bb9-9a95-ec9a81b03d54
Phillips Universitat,http://history.archives.mbl.edu/concepts/institution/77b8d831-1131-490f-982f-cabca1f1d383
Washington Post,http://history.archives.mbl.edu/concepts/institution/fbec687a-3bd6-4bc0-ad95-451956ce1357
University Of Ljubljana,http://history.archives.mbl.edu/concepts/institution/926617f8-6ace-41d4-a42b-a4645aaebca7
Coffee Experiment Station,http://history.archives.mbl.edu/concepts/institution/bbbaf757-6df7-42d8-9e07-1772def5396c
Tru County Medical College Of Virginia,http://history.archives.mbl.edu/concepts/institution/86f7e163-0bf2-4261-b7d1-7216ecfb511a
James Cook University,http://history.archives.mbl.edu/concepts/institution/38002af0-3714-4d34-8f07-f82b00232f7a
Obstetrics And Gynecology University Of Pennsylvania,http://history.archives.mbl.edu/concepts/institution/0fd98a76-2151-4f69-89a7-80cc9102325e
University Of Bamako,http://history.archives.mbl.edu/concepts/institution/23d373b3-dd08-4dcf-a899-9798114a503f
Cephalon,http://history.archives.mbl.edu/concepts/institution/7ea2b48e-3ea4-4952-8c7c-0ad8a9a48723
Universidad Catolica De Chle,http://history.archives.mbl.edu/concepts/institution/82bc3538-45c5-417e-b8b0-e592bc7af606
North Carolina Aandt University,http://history.archives.mbl.edu/concepts/institution/6205461c-7eba-4c10-af93-e3ed373b7277
Benedict College,http://history.archives.mbl.edu/concepts/institution/5d4f9313-f2ae-4615-ad9c-928e36f5ac50
Ciencias Universidad De Chile,http://history.archives.mbl.edu/concepts/institution/cbe2640a-a96e-4204-a3d9-264e5b8266b9
South Arkansas Community College,http://history.archives.mbl.edu/concepts/institution/79d2546d-1498-4ed1-91c6-0be74f08bb28
Winston Salem Journal Science Writer,http://history.archives.mbl.edu/concepts/institution/6757c6b5-7d04-4ff2-ae2c-45ff51dcc892
Department Of Physiology And Pharmacology Duke University Medical Center,http://history.archives.mbl.edu/concepts/institution/813b6442-8976-4953-ae80-4d6374abd23f
Food And Drug Admin,http://history.archives.mbl.edu/concepts/institution/308ddd78-ea8a-423a-a14e-084f740b7a8c
Tokyo Institute Of Technology,http://history.archives.mbl.edu/concepts/institution/7cff64fa-0cdb-4568-b1e2-b599d14bb529
Laboratorio De Neuroquimica,http://history.archives.mbl.edu/concepts/institution/9a9aa4e9-1cf4-42fd-965b-06510a3fd66f
Fred Hutchinson Cancer Center,http://history.archives.mbl.edu/concepts/institution/251912bc-4ef0-47c7-b6a6-9fd10f4b85ab
East Stroudsburg State College,http://history.archives.mbl.edu/concepts/institution/8fe9769b-cac3-49ac-afe9-72fdb65d85fa
Public Health Research Institute,http://history.archives.mbl.edu/concepts/institution/fc36efec-a212-41c5-a208-68596fc112e2
Scott And White Clinic,http://history.archives.mbl.edu/concepts/institution/700dae03-8ae6-42e3-b24d-f04d4193f6aa
Tv Station 38,http://history.archives.mbl.edu/concepts/institution/422f0129-cb67-48cd-b305-bdc3747cac15
Faculty Of Sciences University Of Chile,http://history.archives.mbl.edu/concepts/institution/e1a04958-6e95-4731-b4f0-39cb1fd861b4
West Virginia University Medical School,http://history.archives.mbl.edu/concepts/institution/a7a595cc-9623-47fc-ad5b-530d1e17aab6
Section On Functional Neurochemistry Behavioral Biology Branch,http://history.archives.mbl.edu/concepts/institution/556cf937-b3b0-4a2f-8f8a-44297a703582
Childrens Memorial Hospital Cmier,http://history.archives.mbl.edu/concepts/institution/551607c6-4b35-457e-8714-27419b63083d
University Of Southern Denmark,http://history.archives.mbl.edu/concepts/institution/506df7e9-3d95-4904-9d3c-7d114d82fe0a
Texas Western College,http://history.archives.mbl.edu/concepts/institution/54e6cb56-6994-4896-a751-eb5b4ef5347e
University Of Maine,http://history.archives.mbl.edu/concepts/institution/8ecb3c90-6af6-439e-8188-c2631aea250c
Deutsche Forschungsgemeinschaft,http://history.archives.mbl.edu/concepts/institution/f4846a1a-902e-4d1c-941e-2606ac000b13
Centro De Biofisica,http://history.archives.mbl.edu/concepts/institution/063879b1-3c1c-4cc0-afa8-8b266757a93c
Lajolla Institute For Allergy And Immunology,http://history.archives.mbl.edu/concepts/institution/66f1d2cd-e6a2-4e97-833d-6a80600be955
Mid County Physicians Inc,http://history.archives.mbl.edu/concepts/institution/993d220b-e83b-40c5-9452-7c255401b6f3
Pershing Middle School,http://history.archives.mbl.edu/concepts/institution/ec2a7e51-1c95-4857-8687-85eb7d71e492
Center Of Marine Biotechnology University Of Maryland,http://history.archives.mbl.edu/concepts/institution/50851b6f-85fb-4da9-b4eb-607f147718c5
Howard Hughes Medical Institute Janelia Farm Research Campus,http://history.archives.mbl.edu/concepts/institution/7484b987-6a91-47f0-8bc6-f693e11a97e0
University Of Southern California And Duke University Medical Center,http://history.archives.mbl.edu/concepts/institution/a94403c3-5a6b-43ec-bd45-fa08cf866a21
World Wildlife Fund,http://history.archives.mbl.edu/concepts/institution/a69fea29-071a-47f7-a7db-b199098fee38
Penn State Hershey,http://history.archives.mbl.edu/concepts/institution/bdb778b7-2fce-448e-98cf-461864d19e7e
Tufts University,http://history.archives.mbl.edu/concepts/institution/20a9b649-03d6-4bd6-a6b5-702f4f833a91
Suny College,http://history.archives.mbl.edu/concepts/institution/855cca53-bded-450d-a69d-b8a7e70163a6
Second Medical Clinic University Of Bucharest,http://history.archives.mbl.edu/concepts/institution/f222fc6f-46f4-4950-9db5-68696676a169
Toronto Western Hospital,http://history.archives.mbl.edu/concepts/institution/789b0376-209a-496f-b205-654736512ffe
Kennebunk High School,http://history.archives.mbl.edu/concepts/institution/e64f700d-8bf4-48f2-a984-d45c3f62039e
University Of Kristiania,http://history.archives.mbl.edu/concepts/institution/b2282899-4b4d-4dfc-8384-05724fb5e7dc
Georgetown University Medical Center,http://history.archives.mbl.edu/concepts/institution/74eefa6e-69bb-4360-8efc-1ff6313830ce
University Of Sri Lanka,http://history.archives.mbl.edu/concepts/institution/1e2c59cb-d607-4271-bb4e-bfcf5209a5f9
St Elizabeths Medical Center,http://history.archives.mbl.edu/concepts/institution/e72f30f6-b5e3-4d68-8ebc-3c1ce0c099e1
International Leibniz Research School,http://history.archives.mbl.edu/concepts/institution/a0fcc795-9f83-49a6-8953-8cde5e6b80e1
Massasoit Community College,http://history.archives.mbl.edu/concepts/institution/e9918c6a-2163-4e3e-82e5-0551db6762a3
School Of Medicine,http://history.archives.mbl.edu/concepts/institution/20481dfe-0331-4981-8259-4e1ff7326141
Hebron Academy,http://history.archives.mbl.edu/concepts/institution/cd384978-8a54-4a45-8883-94394c5a4953
Houston Academy Of Medicine,http://history.archives.mbl.edu/concepts/institution/2efe4e47-87a3-47a9-8742-e98e9b7c80a7
Mount Mercy College,http://history.archives.mbl.edu/concepts/institution/4fe6ef88-e3b5-4589-8fd9-7e89c7f6e50b
Pharmacia And Upjohn,http://history.archives.mbl.edu/concepts/institution/6d624873-0e69-48ec-a8aa-4191bfa3b410
St Pius Priory,http://history.archives.mbl.edu/concepts/institution/968b2166-165a-48f3-b9f6-32de315196c9
Virginia Commonwealth University,http://history.archives.mbl.edu/concepts/institution/e416dcdf-bc07-4f2b-ac80-6699a42b86ba
Image Processing Solutions,http://history.archives.mbl.edu/concepts/institution/025fa51d-4a3c-46f7-ac93-f570b92c55af
Bryn Mawr,http://history.archives.mbl.edu/concepts/institution/132189da-5a82-49c9-95ab-6020f294dec9
Rosemont College,http://history.archives.mbl.edu/concepts/institution/f8ba2dce-f615-468e-9226-3b71d4f7d2a2
University Of Oklahoma,http://history.archives.mbl.edu/concepts/institution/ed4527fb-3093-41fc-b860-cc785dc7cfbb
Connecticut State Agricultural College,http://history.archives.mbl.edu/concepts/institution/d6d95216-3a27-4365-af62-a6eebf41e98f
Cnr Pisa,http://history.archives.mbl.edu/concepts/institution/044dc660-d313-4e1c-b86e-a3d7b3f2ac2a
St Peters College University Of Oxford,http://history.archives.mbl.edu/concepts/institution/70f19ed3-4e03-4c33-8a9a-787599e05580
Montreal General Hospital,http://history.archives.mbl.edu/concepts/institution/764e08b2-9377-4c98-bf30-63a404c4aaad
Fac Pharmacy Lisbon,http://history.archives.mbl.edu/concepts/institution/92766f8c-ddc4-43f3-9a92-d33f850e105e
Colorado State University,http://history.archives.mbl.edu/concepts/institution/cf90bde8-8d21-4142-be56-d9f5453cb481
University Of Hannover,http://history.archives.mbl.edu/concepts/institution/ebb4268c-ae9c-412f-9cc7-d5b0fbaebff7
Dresden University Of Technology,http://history.archives.mbl.edu/concepts/institution/89a3c51a-2e11-410d-b880-249f5206a6e2
Pergamon Press,http://history.archives.mbl.edu/concepts/institution/8e97f289-63f4-4e88-a7d4-340ee7c493a5
National Institute Of Public Health And Environment,http://history.archives.mbl.edu/concepts/institution/bce544a2-8ad7-4f71-bed7-1cddebcb10e9
International Institute Of Genetics And Biophysics,http://history.archives.mbl.edu/concepts/institution/8c052ded-86b7-4c9b-bb3e-2560ea4ed338
Apollo Hospitals,http://history.archives.mbl.edu/concepts/institution/da0a2c92-afdf-4776-bdbd-71f6b9197323
University Of Kentucky Tobacco And Health Research Institute,http://history.archives.mbl.edu/concepts/institution/1f7bdbd1-c35d-4a71-9a08-497124766a84
Occidental College,http://history.archives.mbl.edu/concepts/institution/dcb8368a-649c-4fbe-9de5-7d8c168935a8
Carnegie Institution Of Washington And Universidad De Buenos Aires,http://history.archives.mbl.edu/concepts/institution/a0106253-3faf-4550-8697-d6be73319f3a
Sloan Kettering Institute Memorial Hospital,http://history.archives.mbl.edu/concepts/institution/a4334e83-abf8-43d1-9b8b-8c247b7bfc09
Unite De Neurosciences Inegratives Et Computationnelles,http://history.archives.mbl.edu/concepts/institution/fb0995f5-f11a-49d0-9ba4-7d52819ab0f8
Roland Park Country School,http://history.archives.mbl.edu/concepts/institution/40737707-ccad-4615-a3b9-5f86d175ef80
St Marys School,http://history.archives.mbl.edu/concepts/institution/f9f002f4-f352-4d72-a8d7-dd018bebd6b5
National Medical Research Laboratory,http://history.archives.mbl.edu/concepts/institution/24e27da6-b360-4ed7-830c-5f0ef0de659d
Instituto Nacional De Investigacion Y Desarollo Pesquero,http://history.archives.mbl.edu/concepts/institution/95f5bc78-e6f6-4c01-814f-9c6e29491e78
Georgetown University,http://history.archives.mbl.edu/concepts/institution/966237da-26ce-4cfe-b7b3-94f2e4872165
Department Of Developmental Biology,http://history.archives.mbl.edu/concepts/institution/3d177a00-83d0-4731-8360-216084a98805
Hhmi Johns Hopkins Medical School,http://history.archives.mbl.edu/concepts/institution/fd23c1b9-edd1-418b-8e8d-255884d02fbf
Department Of Biochemistry Guggenhein Dental Clinic,http://history.archives.mbl.edu/concepts/institution/4790da40-59a9-4b4c-ad0f-286c2bad1d14
Harvard Medical,http://history.archives.mbl.edu/concepts/institution/bfddcbcc-88ae-44ee-a43a-91a69bc4f71f
Pitzer College,http://history.archives.mbl.edu/concepts/institution/07912fa7-2cae-4a50-a567-7ac4850ce9ba
Texas A And M University College Of Medicine,http://history.archives.mbl.edu/concepts/institution/b14bd07e-9253-4739-a6ad-35ceadf9c99e
Department Of Human Genetics And Development Columbia University College Of Physicians And Surgeons,http://history.archives.mbl.edu/concepts/institution/5e56f3ad-ad84-4fc1-a096-4f20ecfae62a
Cspi,http://history.archives.mbl.edu/concepts/institution/e9933ac6-c635-4a73-98c2-691f90ea43fd
University Of Firenze,http://history.archives.mbl.edu/concepts/institution/7ab8e498-f197-462e-8f0e-acd0242cdc5e
Pontificia Universidad Catolica De Chile,http://history.archives.mbl.edu/concepts/institution/38f2d291-1914-430a-9dc0-81e77b10bcd6
Charlestown High School,http://history.archives.mbl.edu/concepts/institution/9cf93e58-f18e-47e8-a4a2-b43abf093097
New York University School Of Medicine,http://history.archives.mbl.edu/concepts/institution/d4ea9b62-bd0e-46c9-9abd-2f88208400f5
Tufts Pre Medical School,http://history.archives.mbl.edu/concepts/institution/88d0bf50-ae52-4da8-ba06-28263237e125
Drew College,http://history.archives.mbl.edu/concepts/institution/c252f1b1-a4c3-4cb6-b530-1f37dcc06022
Eth Zurich University,http://history.archives.mbl.edu/concepts/institution/ce8cb02d-d8f5-4baf-a642-15472ab43eff
Department Of Biological Sciences University Of Delaware,http://history.archives.mbl.edu/concepts/institution/0a0dcc7b-625a-411d-ba7a-de9e252917e5
Zoologisches Museum Zurich,http://history.archives.mbl.edu/concepts/institution/5393a84d-61dc-4852-8b21-68c4f6ac413d
Developmental Biology Center Western Reserve University,http://history.archives.mbl.edu/concepts/institution/1dfc88bc-2521-4ea3-9431-837417fe3316
Dept Of Biology St Vincent College,http://history.archives.mbl.edu/concepts/institution/c5501100-55e2-4072-8118-06273a225cb7
Department Of Horticulture University Of Illinois,http://history.archives.mbl.edu/concepts/institution/629a8028-505e-479b-ae51-4834d90ca376
Nci Fcrdc,http://history.archives.mbl.edu/concepts/institution/3e7d4477-152a-4c06-be76-0e0c9d59da0f
Centre For Brain Research University Of Auckland,http://history.archives.mbl.edu/concepts/institution/320b45b3-d6fe-4fbb-b108-9ca35507e33c
University Bayreuth,http://history.archives.mbl.edu/concepts/institution/c5b0a553-ef79-4f36-8cf2-7145cddb5127
Tokyo Medical Dental University,http://history.archives.mbl.edu/concepts/institution/4a6f9fd4-78f5-43a5-af6f-212d3db3e36d
Department Of Pathology New York University School Of Medicine,http://history.archives.mbl.edu/concepts/institution/3e62f63c-647f-41b4-97b5-82ee84dd5975
Washington University School Of,http://history.archives.mbl.edu/concepts/institution/8393b9c6-9589-4384-9465-b9ce283568f0
German Primate Center,http://history.archives.mbl.edu/concepts/institution/8babb2d6-5e5b-44b5-a707-ce756dd45c5b
Institute Of Materinal And Child Research University Of Chile,http://history.archives.mbl.edu/concepts/institution/a276b1ce-93db-44ef-a03f-64dbd8af9a91
University Of Baltimore,http://history.archives.mbl.edu/concepts/institution/e93b3547-233c-4942-b7af-aba0a0dd26c3
Colorado University Boulder,http://history.archives.mbl.edu/concepts/institution/dbe2badf-6cb9-4371-8ce3-062686744a4b
Univeristy Of London,http://history.archives.mbl.edu/concepts/institution/e944f21b-69c0-4f15-af81-858dbdb8bde1
Hewlett Packard Company,http://history.archives.mbl.edu/concepts/institution/02a7df76-c25d-4900-b7b5-4cb12477d5c6
Hartwick College,http://history.archives.mbl.edu/concepts/institution/dd60266a-e723-43ea-87d9-4d830fc66f5d
Dept Of Microbiology,http://history.archives.mbl.edu/concepts/institution/f2aad27b-e290-4ad9-971a-2b994f4d8415
Evansville College,http://history.archives.mbl.edu/concepts/institution/18bf6436-ed55-466e-baca-989cc21dfc59
Perugia University,http://history.archives.mbl.edu/concepts/institution/51544f7b-ea3a-4f37-88f3-0314a11bae7f
Armour Institute,http://history.archives.mbl.edu/concepts/institution/8e196347-a21d-42fc-ac06-a0c854bd8f69
Division Of Applied Physics,http://history.archives.mbl.edu/concepts/institution/e1b54b64-5908-47b8-b9f1-37668911c459
Philipps University,http://history.archives.mbl.edu/concepts/institution/808f23e5-f1a5-4c1e-ac99-fb7b5779a70b
Vapshcs,http://history.archives.mbl.edu/concepts/institution/b1741072-2886-4729-ad38-da474532f346
State University Of New York At Syracuse,http://history.archives.mbl.edu/concepts/institution/53f8a4a7-c839-4597-8c1f-4d1d4c4371d8
Roger Williams University,http://history.archives.mbl.edu/concepts/institution/bc5f3c53-ee3c-4e17-bf26-89c9c6d0cab2
University Of Delaware De Recherche Cnrs,http://history.archives.mbl.edu/concepts/institution/4dad0907-a6fb-404f-bcd5-5c4a7bef9669
American Cyanamid,http://history.archives.mbl.edu/concepts/institution/4dcb01f1-41ed-4e20-a8ab-bcc2e5685287
Huntington Medical Research Institute,http://history.archives.mbl.edu/concepts/institution/1a1c8125-1034-49a4-8d79-7146459daa4c
Connecticut,http://history.archives.mbl.edu/concepts/institution/30c45fd7-34fd-45f1-91b4-ea24e369d53c
Cant Read,http://history.archives.mbl.edu/concepts/institution/a152c1d3-91df-48e2-8962-923dcc888f63
Washington College,http://history.archives.mbl.edu/concepts/institution/7da3c883-a3c2-4b62-9dda-55b5b03e2e14
University Of Mississippi,http://history.archives.mbl.edu/concepts/institution/596458c1-e129-4f72-9731-705bbb5e027b
Rhode Island University,http://history.archives.mbl.edu/concepts/institution/6b71c513-d6a7-4560-bcc5-11200f630ccd
Max Planck Institute For Marine Microbiology,http://history.archives.mbl.edu/concepts/institution/0126919a-218d-4b5a-88b4-5a1dad7f679c
N Y S U For Basic Research In Developmental Disabilities,http://history.archives.mbl.edu/concepts/institution/ea38a010-553f-4dde-bb14-651df12b8cde
Cellular And Comparative Physiology Section National Institutes Of Health,http://history.archives.mbl.edu/concepts/institution/1feb2c88-5c92-4181-b9ab-51a67ee3eb3a
Brigham Young University,http://history.archives.mbl.edu/concepts/institution/e49ebfce-bf65-4a80-9586-96a849519218
Ares Advanced Technology,http://history.archives.mbl.edu/concepts/institution/0b375d7c-f4ac-44d0-a340-943b200de90f
Tohoku University School Of Medicine,http://history.archives.mbl.edu/concepts/institution/cf05551b-80c6-4089-bb1e-93ac8baec112
King Institute Of Preventive Medicine,http://history.archives.mbl.edu/concepts/institution/d384660f-8ef9-4918-bf7f-b875eb447a9e
College Of Georgia,http://history.archives.mbl.edu/concepts/institution/b46e9125-e506-44f0-b2cd-13e905acdb61
Mass Bay Community College,http://history.archives.mbl.edu/concepts/institution/623f1678-bc34-4caf-9662-42ca73ba7b5a
Institut For Sporeplanter University Of Copenhagen,http://history.archives.mbl.edu/concepts/institution/0bb7990b-baeb-46e0-b732-9d212905ea04
Division Of Pharmacology University Of Connecticut School Of Pharmacy,http://history.archives.mbl.edu/concepts/institution/3cb7ec79-094b-4c37-a1f4-3b6817c70ad6
Division Of Biological Sciences University Of Rochester,http://history.archives.mbl.edu/concepts/institution/621b200e-c839-4b59-86ac-597d4e323a9d
University Of Nat Autonoma,http://history.archives.mbl.edu/concepts/institution/16cb674a-beb0-4120-87c3-c698c4211b80
California Christian College,http://history.archives.mbl.edu/concepts/institution/c41d1044-d5b7-493f-a4f1-cd380f891610
University Of Alabama At Birmingham,http://history.archives.mbl.edu/concepts/institution/7db181cb-9074-4aa8-87ef-4fd7138bcac9
Training School At Vineland,http://history.archives.mbl.edu/concepts/institution/92dae52d-0847-46c8-bc16-6a389542ecb1
Teachers College,http://history.archives.mbl.edu/concepts/institution/3b6e5b69-6847-44df-8e16-8de8495f4041
Indiana University And Purdue University Of Indianapolis,http://history.archives.mbl.edu/concepts/institution/0c0f9808-8f02-424b-a38f-1b0727c6e6bd
Department Of Agriculture And Fisheries,http://history.archives.mbl.edu/concepts/institution/e591c1fa-2512-415f-9c3d-0fc44fcb1830
Environment Reporter Souther California Public Radio,http://history.archives.mbl.edu/concepts/institution/d5941d9d-909f-4e0e-9340-a50f8800db8e
Wisconsin Energy Institute,http://history.archives.mbl.edu/concepts/institution/3623faf5-639c-4481-bb55-bca638cb1834
University Of Toronto,http://history.archives.mbl.edu/concepts/institution/ec40c72f-8cef-4781-a08b-2b03010572ad
Council On Environmental Quality,http://history.archives.mbl.edu/concepts/institution/7ed4ad78-4a49-4947-8f6a-03b61e8bb712
Emory Junior College,http://history.archives.mbl.edu/concepts/institution/0438ddab-754b-43a6-bcaa-1d525bcda189
Cornell Ljniversity,http://history.archives.mbl.edu/concepts/institution/deb241e1-d728-498e-9d01-3118a5ecf6b5
Ecovale Research,http://history.archives.mbl.edu/concepts/institution/3f4298ba-1532-4ac8-9715-f5553da5a460
Bureau Of Plant Industry Us Department Of Agriculture,http://history.archives.mbl.edu/concepts/institution/ad29ca7e-07c4-4220-9ac0-2ba9ac9689e2
Medical Biology Middlesex Hospital Medical School,http://history.archives.mbl.edu/concepts/institution/fc6e2c93-c808-476d-9dc0-799138b01635
Sussex University,http://history.archives.mbl.edu/concepts/institution/c9b46060-f0c2-4d1c-84f3-a670c5429691
Russian Academy Of Sciences Institute Of Protein Research,http://history.archives.mbl.edu/concepts/institution/85fef5f7-7207-4699-a14f-9d4590abffff
Yoido St Marys Hospital,http://history.archives.mbl.edu/concepts/institution/553041d5-4920-441f-bd2a-073e862cea88
Danish Technological Institute,http://history.archives.mbl.edu/concepts/institution/36f5d045-d717-40f0-83a2-0852f08207d2
Carolina Biological Supply Company,http://history.archives.mbl.edu/concepts/institution/f69fa364-dee5-45b5-b2a3-d42758afe5d6
Lumc,http://history.archives.mbl.edu/concepts/institution/3b0fc2cd-0d78-47e6-823a-a8f919e3d485
University Of Southern Alabama,http://history.archives.mbl.edu/concepts/institution/5577ccd3-a4c8-4a8f-a9c3-f2718d24d202
Chatham College,http://history.archives.mbl.edu/concepts/institution/5f1ef86c-3f29-4ea1-a3f5-d8146942f02d
Mikrobiologisches Institut,http://history.archives.mbl.edu/concepts/institution/74338a31-7d60-41e7-a9e1-0f1fda0cb3cb
Lightning Packs Llc,http://history.archives.mbl.edu/concepts/institution/63534bd2-e736-4cb5-9439-a90bb2c66019
University Of Minnesota Minneapolis,http://history.archives.mbl.edu/concepts/institution/55612828-d4e3-4290-91f8-ff5a4e38b098
Instituto De Biotecnologia,http://history.archives.mbl.edu/concepts/institution/0e5aca3b-c080-4f45-8dba-f57ec167e79d
Institute For Muscle Research Marine Biological Laboratory,http://history.archives.mbl.edu/concepts/institution/6c06323a-858c-413f-ba37-8c5a01f42aa2
Tufts College,http://history.archives.mbl.edu/concepts/institution/32208aa5-d62d-4693-a1b5-79a5099fbc4e
Suny Buffalo,http://history.archives.mbl.edu/concepts/institution/e168d3e1-13de-4ce1-ae9c-a688cb14c502
Boston University Medical Center,http://history.archives.mbl.edu/concepts/institution/4ab06681-62ff-4b23-8a3b-90e08fb6c388
Robert B,http://history.archives.mbl.edu/concepts/institution/56453441-ebed-40e5-918a-f7007b407963
City University Of Hong Kong,http://history.archives.mbl.edu/concepts/institution/8102a1f9-a0d2-4695-81df-adf46a60968a
Roskilde University,http://history.archives.mbl.edu/concepts/institution/05c0d31f-8b33-4afa-ac62-35667e934a11
Caldwell High School,http://history.archives.mbl.edu/concepts/institution/5ec999f0-f9bd-4417-8cfe-a50d368b5610
Baystate Health System,http://history.archives.mbl.edu/concepts/institution/acf5cb91-b811-44f5-aab0-9acc8671e2b4
National Center For Research Resources,http://history.archives.mbl.edu/concepts/institution/75c21d8a-a4b2-47c0-a19f-53cb1ab9371a
Serampore And Presidency College,http://history.archives.mbl.edu/concepts/institution/b82c457b-c7bf-4282-bbd2-704d8fc121e5
Development Biology Institute Of Marseilles Luminy,http://history.archives.mbl.edu/concepts/institution/6d9c7864-ada2-4ff8-b197-7b81f12aa229
Janssen Research Foundation,http://history.archives.mbl.edu/concepts/institution/4f0e8fa4-96d2-43b7-8071-2dfa755e314e
University Of Texas Southwestern Health Science Center,http://history.archives.mbl.edu/concepts/institution/be478e27-3c75-4659-8a98-5fc982075f4f
State Of Washington Health Care Authority,http://history.archives.mbl.edu/concepts/institution/9bac3635-4d33-45b0-a326-1c022a8ebed9
Mayo Medical And Graduate Schools,http://history.archives.mbl.edu/concepts/institution/0873b137-e059-4797-8d3f-9d2e0b43c635
Heidelberg University School Of Medicine,http://history.archives.mbl.edu/concepts/institution/2253126b-dfb8-4688-a5cb-43201cb73c43
Graduate School Of Biomedical Sciences Oak Ridge National Laboratory,http://history.archives.mbl.edu/concepts/institution/2d2e8a6c-959e-4707-a9d2-3de718639381
University Of Iowa College Of Medicine,http://history.archives.mbl.edu/concepts/institution/57929620-dd6c-438b-9479-f0d7bf20e4a5
State University Of New York At Albany,http://history.archives.mbl.edu/concepts/institution/b4eccd2a-d796-4aa3-8349-475f26e8713b
College Of Mt St Joseph On Ohio,http://history.archives.mbl.edu/concepts/institution/71bfb4a8-1ff8-4298-9708-5a1b20d837ec
Imp,http://history.archives.mbl.edu/concepts/institution/62d47695-470c-4ac7-91c8-d37b4bb2c4a7
University Illinois,http://history.archives.mbl.edu/concepts/institution/ba517b9d-df84-4de1-80eb-66ff0b389399
Peking University,http://history.archives.mbl.edu/concepts/institution/14c9afa0-3aa8-4d12-a994-6766ccf8daf8
Hebrew University Hadassah School Of Medicine,http://history.archives.mbl.edu/concepts/institution/5c1eb761-fc79-42cd-b046-a3ce6f98d2c6
Pennsylvania State College,http://history.archives.mbl.edu/concepts/institution/5c1ef420-4139-40a4-baf2-226d76ab7e5a
Dept Of Biology College Of City Of New York,http://history.archives.mbl.edu/concepts/institution/855b0f93-9c0e-4bf6-a520-7dd19ea55181
University Of Bergen,http://history.archives.mbl.edu/concepts/institution/a8f8292a-ccc7-44b4-9701-5684d7aae63b
Loyola University Medical School,http://history.archives.mbl.edu/concepts/institution/4d559920-749c-4cd4-9852-489907223aaf
California Institute,http://history.archives.mbl.edu/concepts/institution/26726105-5b2b-4128-929b-1e9fefe7ade5
Lab For Comparative Biochemistry,http://history.archives.mbl.edu/concepts/institution/14b26280-9e7b-460d-8fed-c352b138b2c5
Belgian American Educational Foundation,http://history.archives.mbl.edu/concepts/institution/8c439132-3245-4c90-86fb-282bc54f6b5e
University Of Ohio,http://history.archives.mbl.edu/concepts/institution/209e6b73-4115-423c-859a-95127bc58c8e
Atlantic Region,http://history.archives.mbl.edu/concepts/institution/1835bf90-1bea-40ad-a1b8-3da33333c337
Lehman College City University Of New York,http://history.archives.mbl.edu/concepts/institution/c941c10f-cfbf-4f4c-964a-d595a121c111
Grass Foundation,http://history.archives.mbl.edu/concepts/institution/9c210bde-7ac7-4bbd-a99e-c422283d089b
Institute For History Of Science University Of Montreal,http://history.archives.mbl.edu/concepts/institution/90bd53f7-13e7-48b9-bede-2a79e1d3d9fa
Department Of Medicine Michael Reese Hospital,http://history.archives.mbl.edu/concepts/institution/fc27f944-0bec-4d81-a3d2-020c397b1f09
Mrc National Institute For Medical Research,http://history.archives.mbl.edu/concepts/institution/31a3dca6-637f-4c00-aaf2-09591d88afea
